rep,trip,date,species,pod,month,day,time,type,month_char,month_split,mpa_mean,mpa_sd,mpa_se
2,5,2014-06-27,cade,5,6,27,pd,tree,Jun,late June,-0.6825,0.13206358117847708,0.02953031448671365
2,5,2014-06-27,abco,5,6,27,pd,tree,Jun,late June,-0.6825,0.13206358117847708,0.02953031448671365
2,5,2014-06-27,arpa,5,6,27,pd,shrub,Jun,late June,-0.4789473684210526,0.1465489958584995,0.033620645432871576
2,5,2014-06-27,ceco,5,6,27,pd,shrub,Jun,late June,-0.4789473684210526,0.1465489958584995,0.033620645432871576
1,6,2014-07-21,cade,1,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,abco,1,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,arpa,1,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-21,ceco,1,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-21,abco,1,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,cade,1,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,arpa,1,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-21,ceco,1,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-21,cade,1,7,21,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-21,arpa,1,7,21,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
3,6,2014-07-21,ceco,1,7,21,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
1,6,2014-07-21,abco,2,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,cade,2,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,ceco,2,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-21,arpa,2,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-21,abco,2,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,cade,2,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,ceco,2,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-21,arpa,2,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
1,6,2014-07-21,cade,3,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,abco,3,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,arpa,3,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-21,ceco,3,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-21,cade,3,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,abco,3,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,arpa,3,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-21,ceco,3,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
1,6,2014-07-21,abco,4,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,cade,4,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,arpa,4,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-21,ceco,4,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-21,cade,4,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,abco,4,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,ceco,4,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-21,arpa,4,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-21,abco,4,7,21,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-21,cade,4,7,21,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-21,ceco,4,7,21,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
1,6,2014-07-21,cade,5,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,abco,5,7,21,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-21,arpa,5,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-21,ceco,5,7,21,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-21,cade,5,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,abco,5,7,21,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-21,arpa,5,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-21,ceco,5,7,21,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-21,cade,5,7,21,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-21,abco,5,7,21,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-21,ceco,5,7,21,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
1,6,2014-07-22,abco,1,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,cade,1,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,arpa,1,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-22,ceco,1,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-22,abco,1,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,arpa,1,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-22,cade,1,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,ceco,1,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
1,6,2014-07-22,abco,2,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,cade,2,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,ceco,2,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-22,arpa,2,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-22,cade,2,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,arpa,2,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-22,abco,2,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,ceco,2,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-22,arpa,2,7,22,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
3,6,2014-07-22,abco,2,7,22,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-22,cade,2,7,22,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
1,6,2014-07-22,cade,3,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,abco,3,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,ceco,3,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-22,arpa,3,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-22,abco,3,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,cade,3,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,ceco,3,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-22,arpa,3,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-22,cade,3,7,22,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
1,6,2014-07-22,ceco,4,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-22,cade,4,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,abco,4,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,arpa,4,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-22,ceco,4,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-22,abco,4,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,cade,4,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,arpa,4,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-22,cade,4,7,22,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-22,arpa,4,7,22,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
1,6,2014-07-22,abco,5,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,cade,5,7,22,pd,tree,Jul,late July,-1.1025,0.20292272317053942,0.045374900318869774
1,6,2014-07-22,ceco,5,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
1,6,2014-07-22,arpa,5,7,22,pd,shrub,Jul,late July,-0.695,0.28649423618708464,0.06406205872762014
2,6,2014-07-22,abco,5,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,arpa,5,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
2,6,2014-07-22,cade,5,7,22,pd,tree,Jul,late July,-1.065,0.22947308063657948,0.05131174073096824
2,6,2014-07-22,ceco,5,7,22,pd,shrub,Jul,late July,-0.755,0.3149352481484341,0.07042166233706634
3,6,2014-07-22,cade,5,7,22,pd,tree,Jul,late July,-1.0899999999999999,0.2024845673131659,0.06403124237432849
3,6,2014-07-22,arpa,5,7,22,pd,shrub,Jul,late July,-0.7285714285714285,0.34982989063393705,0.1322232702563316
1,7,2014-08-15,cade,1,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,arpa,1,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,ceco,1,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,abco,1,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
2,7,2014-08-15,arpa,1,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,cade,1,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,ceco,1,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,abco,1,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
3,7,2014-08-15,arpa,1,8,15,pd,shrub,Aug,late August,-1.8,0.24832774042918904,0.12416387021459452
1,7,2014-08-15,abco,2,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,ceco,2,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,cade,2,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,arpa,2,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
2,7,2014-08-15,abco,2,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,ceco,2,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,arpa,2,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,cade,2,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
1,7,2014-08-15,cade,3,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,arpa,3,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,ceco,3,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,abco,3,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
2,7,2014-08-15,arpa,3,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,cade,3,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,abco,3,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,ceco,3,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
3,7,2014-08-15,ceco,3,8,15,pd,shrub,Aug,late August,-1.8,0.24832774042918904,0.12416387021459452
3,7,2014-08-15,abco,3,8,15,pd,tree,Aug,late August,-1.5,NA,NA
1,7,2014-08-15,cade,4,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,abco,4,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,arpa,4,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,ceco,4,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
2,7,2014-08-15,cade,4,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,ceco,4,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,abco,4,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,arpa,4,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
3,7,2014-08-15,ceco,4,8,15,pd,shrub,Aug,late August,-1.8,0.24832774042918904,0.12416387021459452
3,7,2014-08-15,arpa,4,8,15,pd,shrub,Aug,late August,-1.8,0.24832774042918904,0.12416387021459452
1,7,2014-08-15,arpa,5,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,cade,5,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
1,7,2014-08-15,ceco,5,8,15,pd,shrub,Aug,late August,-1.665,0.3756845603546796,0.11880188924797824
1,7,2014-08-15,abco,5,8,15,pd,tree,Aug,late August,-1.7249999999999999,0.3874775979187556,0.12253117517141864
2,7,2014-08-15,arpa,5,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,cade,5,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
2,7,2014-08-15,ceco,5,8,15,pd,shrub,Aug,late August,-1.69,0.4012480529547776,0.1268857754044952
2,7,2014-08-15,abco,5,8,15,pd,tree,Aug,late August,-1.7,0.4034572812303402,0.12758439472669758
1,7,2014-08-14,arpa,1,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,abco,1,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,ceco,1,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,cade,1,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
2,7,2014-08-14,ceco,1,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,arpa,1,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,abco,1,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,cade,1,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
3,7,2014-08-14,arpa,1,8,14,pd,shrub,Aug,early August,-2.416666666666667,0.3829708431025352,0.15634719199411432
3,7,2014-08-14,ceco,1,8,14,pd,shrub,Aug,early August,-2.416666666666667,0.3829708431025352,0.15634719199411432
1,7,2014-08-14,ceco,2,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,arpa,2,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,cade,2,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,abco,2,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
2,7,2014-08-14,ceco,2,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,arpa,2,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,cade,2,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,abco,2,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
3,7,2014-08-14,ceco,2,8,14,pd,shrub,Aug,early August,-2.416666666666667,0.3829708431025352,0.15634719199411432
3,7,2014-08-14,arpa,2,8,14,pd,shrub,Aug,early August,-2.416666666666667,0.3829708431025352,0.15634719199411432
3,7,2014-08-14,abco,2,8,14,pd,tree,Aug,early August,-1.7,0.13228756555322957,0.07637626158259736
1,7,2014-08-14,ceco,3,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,cade,3,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,abco,3,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,arpa,3,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
2,7,2014-08-14,ceco,3,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,cade,3,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,abco,3,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,arpa,3,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
3,7,2014-08-14,ceco,3,8,14,pd,shrub,Aug,early August,-2.416666666666667,0.3829708431025352,0.15634719199411432
3,7,2014-08-14,cade,3,8,14,pd,tree,Aug,early August,-1.7,0.13228756555322957,0.07637626158259736
1,7,2014-08-14,ceco,4,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,arpa,4,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,abco,4,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,cade,4,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
2,7,2014-08-14,ceco,4,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,abco,4,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,arpa,4,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,cade,4,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
3,7,2014-08-14,ceco,4,8,14,pd,shrub,Aug,early August,-2.416666666666667,0.3829708431025352,0.15634719199411432
1,7,2014-08-14,arpa,5,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
1,7,2014-08-14,cade,5,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,abco,5,8,14,pd,tree,Aug,early August,-1.565,0.29254629263303494,0.09251126057585277
1,7,2014-08-14,ceco,5,8,14,pd,shrub,Aug,early August,-2.045,0.743658374374805,0.23516542640825788
2,7,2014-08-14,arpa,5,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
2,7,2014-08-14,cade,5,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,abco,5,8,14,pd,tree,Aug,early August,-1.6300000000000001,0.2992583424995125,0.09463379711052258
2,7,2014-08-14,ceco,5,8,14,pd,shrub,Aug,early August,-2.005,0.6116689373254856,0.19342670159233155
3,7,2014-08-14,abco,5,8,14,pd,tree,Aug,early August,-1.7,0.13228756555322957,0.07637626158259736
1,8,2014-09-19,arpa,1,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,cade,1,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-19,ceco,1,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,abco,1,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-19,arpa,1,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,cade,1,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-19,ceco,1,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,abco,1,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
1,8,2014-09-19,arpa,2,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,ceco,2,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,cade,2,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-19,abco,2,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-19,arpa,2,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,cade,2,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-19,ceco,2,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,abco,2,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
3,8,2014-09-19,ceco,2,9,19,pd,shrub,Sep,late Sept.,-2.7,0.5196152422706631,0.3
3,8,2014-09-19,abco,2,9,19,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
1,8,2014-09-19,arpa,3,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,cade,3,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-19,abco,3,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-19,ceco,3,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
2,8,2014-09-19,arpa,3,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,cade,3,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-19,abco,3,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-19,ceco,3,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
1,8,2014-09-19,cade,4,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-19,ceco,4,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,arpa,4,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,abco,4,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-19,cade,4,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-19,arpa,4,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,ceco,4,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,abco,4,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
3,8,2014-09-19,ceco,4,9,19,pd,shrub,Sep,late Sept.,-2.7,0.5196152422706631,0.3
3,8,2014-09-19,abco,4,9,19,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
1,8,2014-09-19,arpa,5,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,cade,5,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-19,ceco,5,9,19,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-19,abco,5,9,19,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-19,arpa,5,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-19,cade,5,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-19,ceco,5,9,19,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
